Country,Year,Title,Tasks,Software
USA,2025,"Geography Teachers, Postsecondary","1. Prepare course materials, such as syllabi, homework assignments, and handouts. 2. Prepare and deliver lectures to undergraduate or graduate students on topics such as urbanization, environmental systems, and cultural geography. 3. Conduct research in a particular field of knowledge and publish findings in professional journals, books, or electronic media. 4. Evaluate and grade students' class work, assignments, and papers. 5. Compile, administer, and grade examinations, or assign this work to others. 6. Keep abreast of developments in the field by reading current literature, talking with colleagues, and participating in professional conferences. 7. Initiate, facilitate, and moderate classroom discussions. 8. Maintain student attendance records, grades, and other required records. 9. Supervise undergraduate or graduate teaching, internship, and research work. 10. Plan, evaluate, and revise curricula, course content, course materials, and methods of instruction. 11. Maintain regularly scheduled office hours to advise and assist students. 12. Supervise students' laboratory and field work. 13. Serve on academic or administrative committees that deal with institutional policies, departmental matters, and academic issues. 14. Advise students on academic and vocational curricula and on career issues. 15. Collaborate with colleagues to address teaching and research issues. 16. Perform spatial analysis and modeling using geographic information system techniques. 17. Write grant proposals to procure external research funding. 18. Participate in student recruitment, registration, and placement activities. 19. Select and obtain materials and supplies, such as textbooks. 20. Perform administrative duties, such as serving as department head. 21. Maintain geographic information systems laboratories, performing duties such as updating software. 22. Participate in campus and community events. 23. Compile bibliographies of specialized materials for outside reading assignments. 24. Provide professional consulting services to government or industry. 25. Act as advisers to student organizations.",Document management software; Development environment software; Computer based training software; Calendar and scheduling software; Geographic information system; Map creation software; Word processing software; Information retrieval or search software; Electronic mail software; Analytical or scientific software; Optical character reader OCR or scanning software; Spreadsheet software; Internet browser software; Office suite software; Presentation software; Desktop publishing software
USA,2025,"Geological Technicians, Except Hydrologic Technicians","1. Test and analyze samples to determine their content and characteristics, using laboratory apparatus or testing equipment. 2. Collect or prepare solid or fluid samples for analysis. 3. Compile, log, or record testing or operational data for review and further analysis. 4. Prepare notes, sketches, geological maps, or cross-sections. 5. Participate in geological, geophysical, geochemical, hydrographic, or oceanographic surveys, prospecting field trips, exploratory drilling, well logging, or underground mine survey programs. 6. Prepare or review professional, technical, or other reports regarding sampling, testing, or recommendations of data analysis. 7. Adjust or repair testing, electrical, or mechanical equipment or devices. 8. Read and study reports in order to compile information and data for geological and geophysical prospecting. 9. Interview individuals, and research public databases in order to obtain information. 10. Plot information from aerial photographs, well logs, section descriptions, or other databases. 11. Assemble, maintain, or distribute information for library or record systems. 12. Operate or adjust equipment or apparatus used to obtain geological data. 13. Plan and direct activities of workers who operate equipment to collect data. 14. Set up or direct set-up of instruments used to collect geological data. 15. Record readings in order to compile data used in prospecting for oil or gas. 16. Create photographic recordings of information, using equipment. 17. Measure geological characteristics used in prospecting for oil or gas, using measuring instruments. 18. Participate in the evaluation of possible mining locations. 19. Assess the environmental impacts of development projects on subsurface materials. 20. Evaluate and interpret core samples and cuttings, and other geological data used in prospecting for oil or gas. 21. Supervise well exploration, drilling activities, or well completions. 22. Inspect engines for wear or defective parts, using equipment or measuring devices. 23. Develop and design packing materials and handling procedures for shipping of objects. 24. Collaborate with hydrogeologists to evaluate groundwater or well circulation.",Graphics or photo imaging software; Computer aided design CAD software; Map creation software; Data base user interface and query software; Geographic information system; Analytical or scientific software; Mobile location based services software; Spreadsheet software; Office suite software; Presentation software; Word processing software; Data base reporting software
USA,2025,"Geoscientists, Except Hydrologists and Geographers","1. Plan or conduct geological, geochemical, or geophysical field studies or surveys, sample collection, or drilling and testing programs used to collect data for research or application. 2. Analyze and interpret geological data, using computer software. 3. Investigate the composition, structure, or history of the Earth's crust through the collection, examination, measurement, or classification of soils, minerals, rocks, or fossil remains. 4. Analyze and interpret geological, geochemical, or geophysical information from sources, such as survey data, well logs, bore holes, or aerial photos. 5. Identify risks for natural disasters, such as mudslides, earthquakes, or volcanic eruptions. 6. Prepare geological maps, cross-sectional diagrams, charts, or reports concerning mineral extraction, land use, or resource management, using results of fieldwork or laboratory research. 7. Communicate geological findings by writing research papers, participating in conferences, or teaching geological science at universities. 8. Locate and estimate probable natural gas, oil, or mineral ore deposits or underground water resources, using aerial photographs, charts, or research or survey results. 9. Advise construction firms or government agencies on dam or road construction, foundation design, land use, or resource management. 10. Measure characteristics of the Earth, such as gravity or magnetic fields, using equipment such as seismographs, gravimeters, torsion balances, or magnetometers. 11. Locate and review research articles or environmental, historical, or technical reports. 12. Conduct geological or geophysical studies to provide information for use in regional development, site selection, or development of public works projects. 13. Review environmental, historical, or technical reports and publications for accuracy. 14. Assess ground or surface water movement to provide advice on issues, such as waste management, route and site selection, or the restoration of contaminated sites. 15. Inspect construction projects to analyze engineering problems, using test equipment or drilling machinery. 16. Provide advice on the safe siting of new nuclear reactor projects or methods of nuclear waste management. 17. Design geological mine maps, monitor mine structural integrity, or advise and monitor mining crews. 18. Review work plans to determine the effectiveness of activities for mitigating soil or groundwater contamination. 19. Test industrial diamonds or abrasives, soil, or rocks to determine their geological characteristics, using optical, x-ray, heat, acid, or precision instruments. 20. Study historical climate change indicators found in locations, such as ice sheets or rock formations to develop climate change models. 21. Develop strategies for more environmentally friendly resource extraction and reclamation. 22. Identify deposits of construction materials suitable for use as concrete aggregates, road fill, or other applications. 23. Identify new sources of platinum group elements for industrial applications, such as automotive fuel cells or pollution abatement systems. 24. Locate potential sources of geothermal energy. 25. Research ways to reduce the ecological footprint of increasingly prevalent megacities. 26. Collaborate with medical or health researchers to address health problems related to geological materials or processes. 27. Determine ways to mitigate the negative consequences of mineral dust dispersion. 28. Identify possible sites for carbon sequestration projects. 29. Develop ways to capture or use gases burned off as waste during oil production processes. 30. Research geomechanical or geochemical processes to be used in carbon sequestration projects. 31. Develop applied software for the analysis and interpretation of geological data. 32. Determine methods to incorporate geomethane or methane hydrates into global energy production or evaluate the potential environmental impacts of such incorporation.",Graphics or photo imaging software; Document management software; Analytical or scientific software; Computer aided design CAD software; Data conversion software; Data base user interface and query software; Electronic mail software; Map creation software; Geographic information system; File versioning software; Internet browser software; Web platform development software; Spreadsheet software; Office suite software; Presentation software; Project management software; Word processing software; Object or component oriented development software
USA,2025,Geothermal Technicians,"1. Monitor and adjust operations of geothermal power plant equipment or systems. 2. Prepare and maintain logs, reports, or other documentation of work performed. 3. Identify and correct malfunctions of geothermal plant equipment, electrical systems, instrumentation, or controls. 4. Collect and record data associated with operating geothermal power plants or well fields. 5. Determine whether emergency or auxiliary systems will be needed to keep properties heated or cooled in extreme weather conditions. 6. Perform pre- and post-installation pressure, flow, and related tests of vertical and horizontal geothermal loop piping. 7. Identify equipment options, such as compressors, and make appropriate selections. 8. Adjust power production systems to meet load and distribution demands. 9. Maintain electrical switchgear, process controls, transmitters, gauges, and control equipment in accordance with geothermal plant procedures. 10. Calculate heat loss and heat gain factors for residential properties to determine heating and cooling required by installed geothermal systems. 11. Maintain, calibrate, or repair plant instrumentation, control, and electronic devices in geothermal plants. 12. Install and maintain geothermal plant electrical protection equipment. 13. Design and lay out geothermal heat systems according to property characteristics, heating and cooling requirements, piping and equipment requirements, applicable regulations, or other factors. 14. Install and maintain geothermal system instrumentation or controls. 15. Prepare newly installed geothermal heat systems for operation by flushing, purging, or other actions. 16. Weld piping, such as high density polyethylene (HDPE) piping, using techniques such as butt, socket, side-wall, and electro-fusion welding. 17. Test water sources for factors, such as flow volume and contaminant presence. 18. Install, maintain, or repair ground or water source-coupled heat pumps to heat and cool residential or commercial building air or water. 19. Integrate hot water heater systems with geothermal heat exchange systems. 20. Determine the type of geothermal loop system most suitable to a specific property and its heating and cooling needs. 21. Dig trenches for system piping to appropriate depths and lay piping in trenches. 22. Apply coatings or operate systems to mitigate corrosion of geothermal plant equipment or structures. 23. Backfill piping trenches to protect pipes from damage. 24. Operate equipment, such as excavators, backhoes, rock hammers, trench compactors, pavement saws, grout mixers or pumps, geothermal loop reels, and coil tubing units (CTU).",Computer aided design CAD software; Analytical or scientific software; Industrial control software; Electronic mail software; Spreadsheet software; Office suite software; Word processing software; Enterprise resource planning ERP software
USA,2025,Glaziers,"1. Fabricate or install metal sashes or moldings for glass installation, using aluminum or steel framing. 2. Determine plumb of walls or ceilings, using plumb lines and levels. 3. Fasten glass panes into wood sashes or frames with clips, points, or moldings, adding weather seals or putty around pane edges to seal joints. 4. Prepare glass for cutting by resting it on rack edges or against cutting tables and brushing thin layer of oil along cutting lines or dipping cutting tools in oil. 5. Cut, fit, install, repair, or replace glass or glass substitutes, such as plastic or aluminum, in building interiors or exteriors or in furniture or other products. 6. Grind or polish glass, smoothing edges when necessary. 7. Measure and mark outlines or patterns on glass to indicate cutting lines. 8. Set glass doors into frames and bolt metal hinges, handles, locks, or other hardware to attach doors to frames and walls. 9. Install pre-assembled metal or wood frameworks for windows or doors to be fitted with glass panels, using hand tools. 10. Read and interpret blueprints or specifications to determine size, shape, color, type, or thickness of glass, location of framing, installation procedures, or staging or scaffolding materials required. 11. Drive trucks to installation sites and unload mirrors, glass equipment, or tools. 12. Measure mirrors and dimensions of areas to be covered to determine work procedures. 13. Move furniture to clear work sites and cover floors or furnishings with drop cloths. 14. Cut, assemble, fit, or attach metal-framed glass enclosures for showers, bathtubs, display cases, skylights, solariums, or other structures. 15. Load and arrange glass or mirrors onto delivery trucks, using suction cups or cranes to lift glass. 16. Pack spaces between moldings and glass with glazing compounds and trim excess material with glazing knives. 17. Cut and remove broken glass prior to installing replacement glass. 18. Score glass with cutters' wheels, breaking off excess glass by hand or with notched tools. 19. Secure mirrors in position, using mastic cement, putty, bolts, or screws. 20. Assemble, erect, or dismantle scaffolds, rigging, or hoisting equipment. 21. Cut and attach mounting strips, metal or wood moldings, rubber gaskets, or metal clips to surfaces in preparation for mirror installation. 22. Confer with customers to determine project requirements or to provide cost estimates. 23. Select the type or color of glass or mirror according to specifications. 24. Operate cranes or hoists with suction cups to lift large, heavy pieces of glass. 25. Create patterns on glass by etching, sandblasting, or painting designs. 26. Assemble and cement sections of stained glass together. 27. Measure, cut, fit, and press anti-glare adhesive film to glass or spray glass with tinting solution to prevent light glare.",Project management software; Computer aided design CAD software; Spreadsheet software; Operating system software; Data base user interface and query software
USA,2025,"Graders and Sorters, Agricultural Products","1. Place products in containers according to grade and mark grades on containers. 2. Weigh products or estimate their weight, visually or by feel. 3. Discard inferior or defective products or foreign matter, and place acceptable products in containers for further processing. 4. Grade and sort products according to factors such as color, species, length, width, appearance, feel, smell, and quality to ensure correct processing and usage. 5. Record grade or identification numbers on tags or on shipping, receiving, or sales sheets. 6. Separate fiber tufts between fingers to assess strength, uniformity, and cohesive quality of fibers.",Web platform development software; Spreadsheet software; Office suite software; Electronic mail software; Presentation software; Word processing software
USA,2025,Graphic Designers,"1. Determine size and arrangement of illustrative material and copy, and select style and size of type. 2. Confer with clients to discuss and determine layout design. 3. Create designs, concepts, and sample layouts, based on knowledge of layout principles and esthetic design concepts. 4. Develop graphics and layouts for product illustrations, company logos, and Web sites. 5. Use computer software to generate new images. 6. Review final layouts and suggest improvements, as needed. 7. Maintain archive of images, photos, or previous work products. 8. Prepare illustrations or rough sketches of material, discussing them with clients or supervisors and making necessary changes. 9. Draw and print charts, graphs, illustrations, and other artwork, using computer. 10. Key information into computer equipment to create layouts for client or supervisor. 11. Research new software or design concepts. 12. Study illustrations and photographs to plan presentation of materials, products, or services. 13. Mark up, paste, and assemble final layouts to prepare layouts for printer. 14. Prepare notes and instructions for workers who assemble and prepare final layouts for printing. 15. Produce still and animated graphics for on-air and taped portions of television news broadcasts, using electronic video equipment. 16. Photograph layouts, using camera, to make layout prints for supervisors or clients.",Document management software; Development environment software; Video creation and editing software; Web platform development software; Graphics or photo imaging software; Desktop publishing software; Web page creation and editing software; Presentation software; Operating system software; Computer aided design CAD software; Music or sound editing software; Office suite software; Enterprise application integration software; Data base user interface and query software; Sales and marketing software; Word processing software; Cloud-based data access and sharing software; Electronic mail software; Object or component oriented development software; Spreadsheet software; Project management software; Process mapping and design software; Optical character reader OCR or scanning software; Customer relationship management CRM software; Internet browser software
USA,2025,"Grinding and Polishing Workers, Hand","1. Grind, sand, clean, or polish objects or parts to correct defects or to prepare surfaces for further finishing, using hand tools and power tools. 2. Verify quality of finished workpieces by inspecting them, comparing them to templates, measuring their dimensions, or testing them in working machinery. 3. Move controls to adjust, start, or stop equipment during grinding and polishing processes. 4. Remove completed workpieces from equipment or work tables, using hand tools, and place workpieces in containers. 5. Measure and mark equipment, objects, or parts to ensure grinding and polishing standards are met. 6. Transfer equipment, objects, or parts to specified work areas, using moving devices. 7. Trim, scrape, or deburr objects or parts, using chisels, scrapers, and other hand tools and equipment. 8. Repair and maintain equipment, objects, or parts, using hand tools. 9. File grooved, contoured, and irregular surfaces of metal objects, such as metalworking dies and machine parts, to conform to templates, other parts, layouts, or blueprint specifications. 10. Mark defects, such as knotholes, cracks, and splits, for repair. 11. Study blueprints or layouts to determine how to lay out workpieces or saw out templates. 12. Sharpen abrasive grinding tools, using machines and hand tools. 13. Load and adjust workpieces onto equipment or work tables, using hand tools. 14. Fill cracks or imperfections in marble with wax that matches the stone color. 15. Record product and processing data on specified forms. 16. Select files or other abrasives, according to materials, sizes and shapes of workpieces, amount of stock to be removed, finishes specified, and steps in finishing processes. 17. Apply solutions and chemicals to equipment, objects, or parts, using hand tools. 18. Clean brass particles from files by drawing file cards through file grooves. 19. Spread emery powder or other polishing compounds on stone, or wet stone surfaces with hoses, and guide buffing wheels over stone to polish surfaces. 20. Wash grit from stone, using hoses.",Spreadsheet software; Word processing software
USA,2025,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic","1. Inspect or measure finished workpieces to determine conformance to specifications, using measuring instruments, such as gauges or micrometers. 2. Measure workpieces and lay out work, using precision measuring devices. 3. Observe machine operations to detect any problems, making necessary adjustments to correct problems. 4. Move machine controls to index workpieces, and to adjust machines for pre-selected operational settings. 5. Study blueprints, work orders, or machining instructions to determine product specifications, tool requirements, and operational sequences. 6. Select machine tooling to be used, using knowledge of machine and production requirements. 7. Mount and position tools in machine chucks, spindles, or other tool holding devices, using hand tools. 8. Activate machine start-up switches to grind, lap, hone, debar, shear, or cut workpieces, according to specifications. 9. Set up, operate, or tend grinding and related tools that remove excess material or burrs from surfaces, sharpen edges or corners, or buff, hone, or polish metal or plastic workpieces. 10. Set and adjust machine controls according to product specifications, using knowledge of machine operation. 11. Brush or spray lubricating compounds on workpieces, or turn valve handles and direct flow of coolant against tools and workpieces. 12. Lift and position workpieces, manually or with hoists, and secure them in hoppers or on machine tables, faceplates, or chucks, using clamps. 13. Repair or replace machine parts, using hand tools, or notify engineering personnel when corrective action is required. 14. Compute machine indexings and settings for specified dimensions and base reference points. 15. Maintain stocks of machine parts and machining tools. 16. Thread and hand-feed materials through machine cutters or abraders. 17. Adjust air cylinders and setting stops to set traverse lengths and feed arm strokes. 18. Slide spacers between buffs on spindles to set spacing.",Computer aided design CAD software; Inventory management software; Industrial control software; Spreadsheet software; Operating system software; Enterprise resource planning ERP software
USA,2025,"Hairdressers, Hairstylists, and Cosmetologists","1. Keep work stations clean and sanitize tools, such as scissors and combs. 2. Bleach, dye, or tint hair, using applicator or brush. 3. Cut, trim and shape hair or hairpieces, based on customers' instructions, hair type, and facial features, using clippers, scissors, trimmers and razors. 4. Schedule client appointments. 5. Update and maintain customer information records, such as beauty services provided. 6. Demonstrate and sell hair care products and cosmetics. 7. Analyze patrons' hair and other physical features to determine and recommend beauty treatment or suggest hair styles. 8. Shampoo, rinse, condition, and dry hair and scalp or hairpieces with water, liquid soap, or other solutions. 9. Operate cash registers to receive payments from patrons. 10. Order, display, and maintain supplies. 11. Comb, brush, and spray hair or wigs to set style. 12. Develop new styles and techniques. 13. Apply water or setting, straightening or waving solutions to hair, and use curlers, rollers, hot combs and curling irons to press and curl hair. 14. Shape eyebrows and remove facial hair, using depilatory cream, tweezers, electrolysis or wax. 15. Shave, trim, and shape beards and moustaches. 16. Train or supervise other hairstylists, hairdressers, and assistants. 17. Massage and treat scalp for hygienic and remedial purposes, using hands, fingers, or vibrating equipment. 18. Administer therapeutic medication and advise patron to seek medical treatment for chronic or contagious scalp conditions. 19. Recommend and explain the use of cosmetics, lotions, and creams to soften and lubricate skin and enhance and restore natural appearance. 20. Clean, shape, and polish fingernails and toenails, using files and nail polish. 21. Apply artificial fingernails. 22. Give facials to patrons, using special compounds, such as lotions and creams. 23. Attach wigs or hairpieces to model heads and dress wigs and hairpieces according to instructions, samples, sketches or photographs.",Calendar and scheduling software; Data base user interface and query software; Web page creation and editing software; Accounting software; Spreadsheet software; Office suite software; Word processing software; Point of sale POS software; Video creation and editing software
USA,2025,Hazardous Materials Removal Workers,"1. Build containment areas prior to beginning abatement or decontamination work. 2. Remove asbestos or lead from surfaces, using hand or power tools such as scrapers, vacuums, or high-pressure sprayers. 3. Identify asbestos, lead, or other hazardous materials to be removed, using monitoring devices. 4. Prepare hazardous material for removal or storage. 5. Comply with prescribed safety procedures or federal laws regulating waste disposal methods. 6. Load or unload materials into containers or onto trucks, using hoists or forklifts. 7. Clean contaminated equipment or areas for reuse, using detergents or solvents, sandblasters, filter pumps, or steam cleaners. 8. Remove or limit contamination following emergencies involving hazardous substances. 9. Clean mold-contaminated sites by removing damaged porous materials or thoroughly cleaning all contaminated nonporous materials. 10. Operate machines or equipment to remove, package, store, or transport loads of waste materials. 11. Record numbers of containers stored at disposal sites, specifying amounts or types of equipment or waste disposed. 12. Sort specialized hazardous waste at landfills or disposal centers, following proper disposal procedures. 13. Operate cranes to move or load baskets, casks, or canisters. 14. Drive trucks or other heavy equipment to convey contaminated waste to designated sea or ground locations. 15. Identify or separate waste products or materials for recycling or reuse. 16. Upload baskets of irradiated elements onto machines that insert fuel elements into canisters and secure lids. 17. Process e-waste, such as computer components containing lead or mercury. 18. Organize or track the locations of hazardous items in landfills. 19. Mix or pour concrete into forms to encase waste material for disposal. 20. Apply bioremediation techniques to hazardous wastes to allow naturally occurring bacteria to break down toxic substances. 21. Package, store, or move irradiated fuel elements in the underwater storage basins of nuclear reactor plants, using machines or equipment.",Facilities management software; Data base user interface and query software; Internet browser software; Spreadsheet software; Office suite software; Presentation software; Enterprise resource planning ERP software; Word processing software
USA,2025,Health Education Specialists,"1. Prepare and distribute health education materials, such as reports, bulletins, and visual aids, to address smoking, vaccines, and other public health concerns. 2. Develop and maintain cooperative working relationships with agencies and organizations interested in public health care. 3. Maintain databases, mailing lists, telephone networks, and other information to facilitate the functioning of health education programs. 4. Document activities and record information, such as the numbers of applications completed, presentations conducted, and persons assisted. 5. Develop and present health education and promotion programs, such as training workshops, conferences, and school or community presentations. 6. Collaborate with health specialists and civic groups to determine community health needs and the availability of services and to develop goals for meeting needs. 7. Develop, conduct, or coordinate health needs assessments and other public health surveys. 8. Supervise professional and technical staff in implementing health programs, objectives, and goals. 9. Develop operational plans and policies necessary to achieve health education objectives and services. 10. Provide program information to the public by preparing and presenting press releases, conducting media campaigns, or maintaining program-related Web sites. 11. Develop and maintain health education libraries to provide resources for staff and community agencies. 12. Design and conduct evaluations and diagnostic studies to assess the quality and performance of health education programs. 13. Develop, prepare, and coordinate grant applications and grant-related activities to obtain funding for health education programs and related work. 14. Provide guidance to agencies and organizations on assessment of health education needs and on development and delivery of health education programs. 15. Design and administer training programs for new employees and continuing education for existing employees. 16. Develop educational materials and programs for community agencies, local government, and state government.",Graphics or photo imaging software; Customer relationship management CRM software; Data base user interface and query software; Web page creation and editing software; Analytical or scientific software; Multi-media educational software; Network conferencing software; Medical software; Presentation software; Spreadsheet software; Office suite software; Electronic mail software; Desktop publishing software; Process mapping and design software; Word processing software; Computer based training software; Internet browser software
USA,2025,"Health Specialties Teachers, Postsecondary","1. Prepare course materials, such as syllabi, homework assignments, and handouts. 2. Keep abreast of developments in the field by reading current literature, talking with colleagues, and participating in professional conferences. 3. Evaluate and grade students' class work, assignments, and papers. 4. Supervise laboratory sessions. 5. Compile, administer, and grade examinations, or assign this work to others. 6. Maintain student attendance records, grades, and other required records. 7. Initiate, facilitate, and moderate classroom discussions. 8. Plan, evaluate, and revise curricula, course content, course materials, and methods of instruction. 9. Supervise undergraduate or graduate teaching, internship, and research work. 10. Participate in student recruitment, registration, and placement activities. 11. Select and obtain materials and supplies, such as textbooks and laboratory equipment. 12. Collaborate with colleagues to address teaching and research issues. 13. Serve on academic or administrative committees that deal with institutional policies, departmental matters, and academic issues. 14. Advise students on academic and vocational curricula and on career issues. 15. Maintain regularly scheduled office hours to advise and assist students. 16. Conduct research in a particular field of knowledge and publish findings in professional journals, books, or electronic media. 17. Participate in campus and community events. 18. Prepare and deliver lectures to undergraduate or graduate students on topics such as public health, stress management, and work site health promotion. 19. Perform administrative duties, such as serving as department head. 20. Write grant proposals to procure external research funding. 21. Act as advisers to student organizations. 22. Compile bibliographies of specialized materials for outside reading assignments. 23. Provide professional consulting services to government or industry.",Computer based training software; Data base user interface and query software; Calendar and scheduling software; Word processing software; Medical software; Information retrieval or search software; Electronic mail software; Geographic information system; Analytical or scientific software; Optical character reader OCR or scanning software; Compliance software; Spreadsheet software; Office suite software; Presentation software; Graphics or photo imaging software; Multi-media educational software; Internet browser software
USA,2025,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors","1. Investigate industrial accidents, injuries, or occupational diseases to determine causes and preventive measures. 2. Conduct research to evaluate safety levels for products. 3. Evaluate product designs for safety. 4. Conduct or coordinate worker training in areas such as safety laws and regulations, hazardous condition monitoring, and use of safety equipment. 5. Maintain and apply knowledge of current policies, regulations, and industrial processes. 6. Recommend procedures for detection, prevention, and elimination of physical, chemical, or other product hazards. 7. Report or review findings from accident investigations, facilities inspections, or environmental testing. 8. Evaluate potential health hazards or damage that could occur from product misuse. 9. Evaluate adequacy of actions taken to correct health inspection violations. 10. Interpret safety regulations for others interested in industrial safety, such as safety engineers, labor representatives, and safety inspectors. 11. Review plans and specifications for construction of new machinery or equipment to determine whether all safety requirements have been met. 12. Participate in preparation of product usage and precautionary label instructions. 13. Interview employers and employees to obtain information about work environments and workplace incidents. 14. Provide expert testimony in litigation cases. 15. Review employee safety programs to determine their adequacy. 16. Conduct or direct testing of air quality, noise, temperature, or radiation levels to verify compliance with health and safety regulations. 17. Provide technical advice and guidance to organizations on how to handle health-related problems and make needed changes. 18. Develop industry standards of product safety. 19. Maintain liaisons with outside organizations, such as fire departments, mutual aid societies, and rescue teams, so that emergency responses can be facilitated. 20. Plan and conduct industrial hygiene research. 21. Compile, analyze, and interpret statistical data related to occupational illnesses and accidents. 22. Write and revise safety regulations and codes. 23. Confer with medical professionals to assess health risks and to develop ways to manage health issues and concerns. 24. Design and build safety equipment. 25. Check floors of plants to ensure that they are strong enough to support heavy machinery.",Data base user interface and query software; Computer aided design CAD software; Analytical or scientific software; Object or component oriented development software; Compliance software; Computer based training software; Customer relationship management CRM software; Development environment software; Map creation software; Operating system software; Spreadsheet software; Office suite software; Presentation software; Project management software; Word processing software; Video creation and editing software; License management software; Document management software; Enterprise resource planning ERP software
USA,2025,Healthcare Social Workers,"1. Advocate for clients or patients to resolve crises. 2. Educate clients about end-of-life symptoms and options to assist them in making informed decisions. 3. Collaborate with other professionals to evaluate patients' medical or physical condition and to assess client needs. 4. Refer patient, client, or family to community resources to assist in recovery from mental or physical illness and to provide access to services such as financial assistance, legal aid, housing, job placement or education. 5. Utilize consultation data and social work experience to plan and coordinate client or patient care and rehabilitation, following through to ensure service efficacy. 6. Monitor, evaluate, and record client progress according to measurable goals described in treatment and care plan. 7. Identify environmental impediments to client or patient progress through interviews and review of patient records. 8. Counsel clients and patients in individual and group sessions to help them overcome dependencies, recover from illness, and adjust to life. 9. Plan discharge from care facility to home or other care facility. 10. Organize support groups or counsel family members to assist them in understanding, dealing with, and supporting the client or patient. 11. Modify treatment plans to comply with changes in clients' status. 12. Supervise and direct other workers providing services to clients or patients. 13. Plan and conduct programs to combat social problems, prevent substance abuse, or improve community health and counseling services. 14. Develop or advise on social policy and assist in community development. 15. Conduct social research to advance knowledge in the social work field. 16. Investigate child abuse or neglect cases and take authorized protective action when necessary. 17. Oversee Medicaid- and Medicare-related paperwork and recordkeeping in hospitals.",Desktop publishing software; Medical software; Calendar and scheduling software; Data base user interface and query software; Office suite software; Electronic mail software; Presentation software; Mobile messaging service software; Spreadsheet software; Word processing software; Internet browser software; Web page creation and editing software
USA,2025,Hearing Aid Specialists,"1. Train clients to use hearing aids or other augmentative communication devices. 2. Counsel patients and families on communication strategies and the effects of hearing loss. 3. Select and administer tests to evaluate hearing or related disabilities. 4. Administer basic hearing tests including air conduction, bone conduction, or speech audiometry tests. 5. Maintain or repair hearing aids or other communication devices. 6. Perform basic screening procedures, such as pure tone screening, otoacoustic screening, immittance screening, and screening of ear canal status using otoscope. 7. Create or modify impressions for earmolds and hearing aid shells. 8. Read current literature, talk with colleagues, and participate in professional organizations or conferences to keep abreast of developments in audiology. 9. Demonstrate assistive listening devices (ALDs) to clients. 10. Assist audiologists in performing aural procedures, such as real ear measurements, speech audiometry, auditory brainstem responses, electronystagmography, and cochlear implant mapping. 11. Diagnose and treat hearing or related disabilities under the direction of an audiologist.",Medical software; Spreadsheet software; Office suite software; Electronic mail software; Presentation software; Word processing software
USA,2025,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic","1. Read production schedules and work orders to determine processing sequences, furnace temperatures, and heat cycle requirements for objects to be heat-treated. 2. Record times that parts are removed from furnaces to document that objects have attained specified temperatures for specified times. 3. Adjust controls to maintain temperatures and heating times, using thermal instruments and charts, dials and gauges of furnaces, and color of stock in furnaces to make setting determinations. 4. Start conveyors and open furnace doors to load stock, or signal crane operators to uncover soaking pits and lower ingots into them. 5. Set up and operate or tend machines, such as furnaces, baths, flame-hardening machines, and electronic induction machines, that harden, anneal, and heat-treat metal. 6. Remove parts from furnaces after specified times, and air dry or cool parts in water, oil brine, or other baths. 7. Move controls to light gas burners and to adjust gas and water flow and flame temperature. 8. Instruct new workers in machine operation. 9. Determine flame temperatures, current frequencies, heating cycles, and induction heating coils needed, based on degree of hardness required and properties of stock to be treated. 10. Determine types and temperatures of baths and quenching media needed to attain specified part hardness, toughness, and ductility, using heat-treating charts and knowledge of methods, equipment, and metals. 11. Set up and operate die-quenching machines to prevent parts from warping. 12. Examine parts to ensure metal shades and colors conform to specifications, using knowledge of metal heat-treating. 13. Set and adjust speeds of reels and conveyors for prescribed time cycles to pass parts through continuous furnaces. 14. Load parts into containers and place containers on conveyors to be inserted into furnaces, or insert parts into furnaces. 15. Test parts for hardness, using hardness testing equipment, or by examining and feeling samples. 16. Place completed workpieces on conveyors, using cold rods, tongs, or chain hoists, or signal crane operators to transport them to subsequent stations. 17. Signal forklift operators to deposit or extract containers of parts into and from furnaces and quenching rinse tanks. 18. Mount workpieces in fixtures, on arbors, or between centers of machines. 19. Reduce heat when processing is complete to allow parts to cool in furnaces or machinery. 20. Mount fixtures and industrial coils on machines, using hand tools. 21. Heat billets, bars, plates, rods, and other stock to specified temperatures preparatory to forging, rolling, or processing, using oil, gas, or electrical furnaces. 22. Position stock in furnaces, using tongs, chain hoists, or pry bars. 23. Repair, replace, and maintain furnace equipment as needed, using hand tools. 24. Clean oxides and scales from parts or fittings, using steam sprays or chemical and water baths. 25. Stamp heat-treatment identification marks on parts, using hammers and punches. 26. Position parts in plastic bags, and seal bags with irons.",Enterprise resource planning ERP software; Spreadsheet software; Electronic mail software; Word processing software
